t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
9.435586,16.8440,1.3270,3.3040,376.58,move_early
9.451480,15.8940,1.2760,3.3170,377.24,move_early
9.466075,14.5950,1.0890,4.5630,377.89,move_early
9.478874,12.7990,0.9330,3.3370,378.56,move_early
9.493522,14.6480,0.7910,3.3430,379.23,move_early
9.512794,19.2720,0.9220,4.8520,379.76,move_early
9.533203,20.4090,0.8510,3.3320,380.32,move_early
9.547739,14.5360,0.9050,4.7370,380.98,move_early
9.560615,12.8760,1.0690,3.3000,381.65,move_early
9.572360,11.7450,0.8530,5.0030,382.24,move_early
9.586109,13.7490,0.7940,6.1280,382.84,move_early
9.599067,12.9580,0.7550,3.9910,383.45,move_early
9.609298,10.2310,0.8500,6.3700,384.06,move_early
9.634076,24.7780,0.7690,4.0140,384.48,move_early
9.653428,19.3520,0.7690,5.8970,385.07,move_early
9.671225,17.7970,1.1700,5.3190,385.67,move_early
9.690155,18.9300,1.0690,4.0030,386.30,move_early
9.766189,76.0340,0.8250,4.0390,387.07,move_early
9.790262,24.0730,1.1030,4.0180,390.48,move_early
9.807175,16.9130,1.4010,3.3410,391.46,move_early
9.823772,16.5970,1.2930,4.6640,392.10,move_early
9.840586,16.8140,1.1200,5.2760,392.78,move_early
9.856818,16.2320,1.2980,3.3470,393.62,move_early
9.873474,16.6560,1.1870,4.8780,394.42,move_early
9.889581,16.1070,1.0720,3.3060,395.08,move_early
9.905471,15.8900,1.0550,5.0750,395.73,move_early
9.922102,16.6310,1.0800,3.3570,396.36,move_early
9.943592,21.4900,1.0630,4.5050,397.05,move_early
9.959588,15.9960,1.2370,3.3400,397.89,move_early
9.980126,20.5380,1.6530,4.5750,398.52,move_early
10.001870,21.7440,1.0470,3.3200,399.19,move_early
10.079420,77.5500,1.4740,3.3420,399.86,move_early
10.103018,23.5980,1.3030,3.3300,403.03,move_early
10.123879,20.8610,1.4640,3.3180,403.97,move_early
10.145466,21.5870,1.3210,3.3270,404.79,move_early
10.214908,69.4420,1.3350,3.3250,405.89,move_early
10.228039,13.1310,1.3570,3.3490,408.13,move_early
10.247852,19.8130,1.2540,3.3280,409.28,move_early
10.278138,30.2860,1.3000,4.7880,410.09,move_early
10.315450,37.3120,1.4610,3.3550,411.32,move_early
10.333767,18.3170,1.4390,4.7380,412.57,move_early
10.415398,81.6310,1.0600,3.3090,413.54,move_early
10.432884,17.4860,1.4670,5.7330,416.46,move_early
10.452740,19.8560,1.3090,3.3130,417.23,move_early
10.466638,13.8980,1.2860,5.5470,418.29,move_early
10.486301,19.6630,1.3960,4.5980,418.56,move_early
10.513064,26.7630,1.4630,4.6010,419.39,move_early
10.529271,16.2070,1.4140,4.6270,420.56,move_early
10.546867,17.5960,1.3780,3.8210,421.35,move_early
10.563482,16.6150,1.4110,4.6060,422.03,move_early
10.584887,21.4050,1.1010,3.7770,422.68,move_early
10.596879,11.9920,1.0450,4.5880,423.50,move_early
10.610808,13.9290,1.0790,5.5270,424.01,move_early
10.629375,18.5670,0.9830,3.3490,424.57,move_early
10.703393,74.0180,1.0150,5.9290,425.31,move_early
10.773107,69.7140,0.8200,4.6150,427.89,move_early
10.793826,20.7190,1.3090,4.5910,430.56,move_early
10.811670,17.8440,1.2650,4.9920,431.89,move_early
10.837217,25.5470,1.0810,4.4910,432.56,move_early
10.850170,12.9530,1.1140,4.5280,433.32,move_early
10.866108,15.9380,1.1450,5.1020,433.89,move_early
10.936482,70.3740,0.9590,5.4180,434.56,move_early
10.959301,22.8190,1.0710,4.9190,437.23,move_early
10.973997,14.6960,1.3710,3.2430,438.20,move_early
10.986212,12.2150,1.1940,4.4430,439.11,move_early
11.004761,18.5490,1.0010,4.5120,439.59,move_early
11.026235,21.4740,1.0580,3.2580,440.34,move_early
11.050293,24.0580,1.1280,5.4240,441.14,move_early
11.067376,17.0830,1.1390,6.6720,441.94,move_early
11.080675,13.2990,0.9610,3.2820,442.74,move_early
11.150216,69.5410,1.1520,5.4880,443.35,move_early
11.166321,16.1050,0.8640,4.4880,445.83,move_early
11.181214,14.8930,1.1600,4.2920,446.56,move_early
